id,state,district,city,lat,lon,street_name,road_type,time_of_day,day_of_week,crime_rate,lighting_level,crowd_density,cctv_count,distance_to_police_m,recent_reports,population_density_per_km2,safety_score,is_safe
1315,Maharashtra,Pune,Pune,18.539758,73.827513,College Road 571,Market Street,Morning,Tuesday,0.0,0.758,0.981,9,268,0,11150,96.73,safe
1316,Maharashtra,Pune,Pune,18.601384,73.884679,Industrial Area 860,Main Road,Morning,Sunday,0.114,0.829,0.597,9,404,0,14557,88.73,safe
1317,Maharashtra,Pune,Pune,18.48559,73.788034,Industrial Area 902,Alley,Night,Wednesday,0.294,0.332,0.0,2,1560,2,12515,6.68,not safe
1318,Maharashtra,Pune,Pune,18.497266,73.783945,Railway Station Road 764,College Area,Evening,Tuesday,0.24,0.831,0.905,5,792,1,11428,70.22,safe
1319,Maharashtra,Pune,Pune,18.444882,73.908524,Nehru Road 110,Main Road,Afternoon,Monday,0.317,1.0,0.895,7,841,2,12206,75.69,safe
1320,Maharashtra,Pune,Pune,18.432996,73.931368,Market Road 621,Market Street,Afternoon,Friday,0.082,0.653,1.0,5,523,0,11320,82.75,safe
1321,Maharashtra,Pune,Pune,18.595234,73.779565,Shivaji Path 237,College Area,Morning,Wednesday,0.003,1.0,0.718,9,366,0,11875,97.94,safe
1322,Maharashtra,Pune,Pune,18.442714,73.839938,College Road 705,Alley,Afternoon,Friday,0.125,0.47,0.612,3,1252,1,10500,48.48,medium
1323,Maharashtra,Pune,Pune,18.428698,73.809781,Bus Stand 730,College Area,Evening,Tuesday,0.21,0.644,0.881,7,436,0,12084,75.74,safe
1324,Maharashtra,Pune,Pune,18.58817,73.881314,Commercial Complex 504,Alley,Afternoon,Tuesday,0.346,0.418,0.592,2,1414,1,13283,37.84,not safe
1325,Maharashtra,Pune,Pune,18.469356,73.900941,Nehru Road 232,Residential,Night,Sunday,0.309,0.342,0.047,7,1245,1,14267,27.49,not safe
1326,Maharashtra,Pune,Pune,18.513728,73.92966,MG Road 948,Highway,Night,Tuesday,0.036,0.677,0.094,9,1413,0,11338,59.16,medium
1327,Maharashtra,Pune,Pune,18.476862,73.890803,Nehru Road 776,Main Road,Morning,Tuesday,0.218,0.792,0.824,7,720,1,12212,79.64,safe
1328,Maharashtra,Pune,Pune,18.52512,73.782379,Railway Station Road 888,Market Street,Night,Saturday,0.202,0.444,0.473,8,422,2,14228,45.39,medium
1329,Maharashtra,Pune,Pune,18.553503,73.872839,Industrial Area 888,Alley,Afternoon,Thursday,0.211,0.578,0.302,3,987,5,13950,23.73,not safe
1330,Maharashtra,Pune,Pune,18.577057,73.782958,Commercial Complex 795,Residential,Night,Saturday,0.293,0.341,0.4,6,1470,1,14400,32.38,not safe
1331,Maharashtra,Pune,Pune,18.471315,73.762512,Industrial Area 404,Market Street,Morning,Friday,0.0,0.993,0.911,5,373,0,13827,94.68,safe
1332,Maharashtra,Pune,Pune,18.58419,73.781681,Main Street 463,Alley,Morning,Tuesday,0.222,0.449,0.41,6,1457,1,13537,46.48,medium
1333,Maharashtra,Pune,Pune,18.598256,73.814491,Hospital Road 551,Alley,Morning,Friday,0.037,0.498,0.171,3,1400,2,10745,39.26,not safe
1334,Maharashtra,Pune,Pune,18.538805,73.815681,Commercial Complex 529,College Area,Morning,Tuesday,0.327,0.837,0.882,8,457,2,13914,75.47,safe
1335,Maharashtra,Pune,Pune,18.554958,73.856187,Temple Street 451,Alley,Evening,Sunday,0.342,0.405,0.398,4,1710,3,10893,20.28,not safe
1336,Maharashtra,Pune,Pune,18.501275,73.855668,Temple Street 473,Main Road,Night,Wednesday,0.035,0.555,0.528,7,514,1,12503,59.31,medium
1337,Maharashtra,Pune,Pune,18.601428,73.883016,Station Road 707,Market Street,Afternoon,Thursday,0.105,0.825,0.727,6,509,0,14572,82.47,safe
1338,Maharashtra,Pune,Pune,18.489328,73.899232,Railway Station Road 93,College Area,Morning,Tuesday,0.0,0.837,0.612,5,495,0,11670,85.19,safe
1339,Maharashtra,Pune,Pune,18.490591,73.767021,School Street 139,Alley,Night,Wednesday,0.241,0.127,0.139,6,1627,0,10840,21.59,not safe
1340,Maharashtra,Pune,Pune,18.567265,73.864319,Railway Station Road 26,Main Road,Night,Friday,0.3,0.531,0.246,8,980,2,13153,39.3,not safe
1341,Maharashtra,Pune,Pune,18.539642,73.769671,Nehru Road 904,Alley,Morning,Wednesday,0.191,0.302,0.179,3,2240,1,11573,31.9,not safe
1342,Maharashtra,Pune,Pune,18.567072,73.904376,Industrial Area 709,College Area,Afternoon,Saturday,0.08,0.98,0.869,5,464,1,12242,84.66,safe
1343,Maharashtra,Pune,Pune,18.526614,73.936803,Main Street 94,Residential,Night,Saturday,0.027,0.434,0.205,7,401,1,13154,45.63,medium
1344,Maharashtra,Pune,Pune,18.421324,73.877565,Housing Society 88,Market Street,Night,Saturday,0.0,0.644,0.122,9,377,0,12668,61.16,medium
1345,Maharashtra,Pune,Pune,18.510911,73.764049,Hospital Road 627,Main Road,Night,Friday,0.067,0.531,0.441,8,986,1,11460,55.16,medium
1346,Maharashtra,Pune,Pune,18.568927,73.857866,Commercial Complex 45,Main Road,Evening,Friday,0.251,0.827,0.723,6,423,0,10603,75.49,safe
1347,Maharashtra,Pune,Pune,18.618471,73.921865,Park Lane 167,Main Road,Afternoon,Sunday,0.0,1.0,0.599,7,292,0,13558,92.02,safe
1348,Maharashtra,Pune,Pune,18.607831,73.935519,Station Road 430,Highway,Evening,Saturday,0.245,0.93,0.863,11,529,0,12946,88.52,safe
1349,Maharashtra,Pune,Pune,18.455406,73.89264,Railway Station Road 296,College Area,Afternoon,Monday,0.06,0.897,0.889,9,301,1,12389,90.4,safe
1350,Maharashtra,Pune,Pune,18.58334,73.846877,Park Lane 984,Main Road,Morning,Friday,0.211,0.804,0.647,10,267,0,11249,88.38,safe
1351,Maharashtra,Pune,Pune,18.583724,73.849763,Market Road 13,Alley,Night,Sunday,0.338,0.102,0.0,3,1793,0,14387,9.95,not safe
1352,Maharashtra,Pune,Pune,18.479759,73.956115,Bus Stand 557,Residential,Night,Tuesday,0.301,0.344,0.194,3,651,2,14640,22.7,not safe
1353,Maharashtra,Pune,Pune,18.487537,73.908809,Nehru Road 603,College Area,Night,Thursday,0.174,0.594,0.348,9,735,0,12979,58.42,medium
1354,Maharashtra,Pune,Pune,18.423123,73.821697,IT Park 453,Residential,Morning,Tuesday,0.22,0.681,0.462,7,951,0,14610,68.41,medium
1355,Maharashtra,Pune,Pune,18.459662,73.933548,School Street 285,Market Street,Afternoon,Monday,0.316,0.816,0.752,8,461,2,10670,69.66,medium
1356,Maharashtra,Pune,Pune,18.479033,73.914505,Gandhi Chowk 152,Residential,Evening,Monday,0.242,0.627,0.733,6,418,1,13598,60.98,medium
1357,Maharashtra,Pune,Pune,18.532022,73.801372,Park Lane 875,Residential,Evening,Wednesday,0.205,0.633,0.487,5,1133,2,14129,47.25,medium
1358,Maharashtra,Pune,Pune,18.587587,73.922615,College Road 51,Residential,Night,Tuesday,0.078,0.415,0.103,5,1493,2,10435,28.13,not safe
1359,Maharashtra,Pune,Pune,18.552362,73.808522,Gandhi Chowk 689,Highway,Afternoon,Thursday,0.038,1.0,0.471,10,632,0,13894,93.12,safe
1360,Maharashtra,Pune,Pune,18.45114,73.775667,Housing Society 954,Residential,Morning,Sunday,0.168,0.592,0.364,5,746,0,10047,63.81,medium
1361,Maharashtra,Pune,Pune,18.486552,73.902225,Temple Street 331,Highway,Night,Sunday,0.0,0.714,0.449,8,1282,1,13548,62.42,medium
1362,Maharashtra,Pune,Pune,18.582766,73.79905,College Road 777,Alley,Morning,Wednesday,0.376,0.556,0.055,5,1310,2,14719,31.67,not safe
1363,Maharashtra,Pune,Pune,18.488609,73.899334,Bus Stand 138,Residential,Evening,Wednesday,0.037,0.613,0.65,5,1149,1,11713,59.97,medium
1364,Maharashtra,Pune,Pune,18.552669,73.779318,Hospital Road 424,Market Street,Afternoon,Saturday,0.236,0.849,0.936,5,541,2,12689,71.66,safe
1365,Maharashtra,Pune,Pune,18.464,73.868275,Nehru Road 627,Residential,Morning,Friday,0.435,0.591,0.483,6,706,2,11759,49.85,medium
1366,Maharashtra,Pune,Pune,18.483566,73.879024,Hospital Road 90,Alley,Evening,Thursday,0.266,0.311,0.413,6,903,3,14624,27.54,not safe
1367,Maharashtra,Pune,Pune,18.486329,73.771203,Industrial Area 266,Market Street,Evening,Tuesday,0.404,0.658,0.844,9,490,1,12553,66.26,medium
1368,Maharashtra,Pune,Pune,18.599928,73.848272,Bus Stand 533,College Area,Night,Thursday,0.218,0.59,0.467,9,380,1,10032,56.15,medium
1369,Maharashtra,Pune,Pune,18.450531,73.841281,Gandhi Chowk 905,Market Street,Afternoon,Saturday,0.137,0.938,0.712,5,530,0,13692,82.43,safe
1370,Maharashtra,Pune,Pune,18.610077,73.759449,Temple Street 199,Residential,Morning,Monday,0.367,0.898,0.28,6,526,0,10196,66.41,medium
1371,Maharashtra,Pune,Pune,18.452071,73.79485,Railway Station Road 641,Residential,Afternoon,Sunday,0.0,0.801,0.484,5,1149,0,12812,72.46,safe
1372,Maharashtra,Pune,Pune,18.560426,73.956064,IT Park 424,Residential,Evening,Wednesday,0.195,0.616,0.558,3,1352,2,10854,44.45,medium
1373,Maharashtra,Pune,Pune,18.618215,73.901813,School Street 826,College Area,Afternoon,Monday,0.169,0.881,0.597,5,720,0,14910,77.8,safe
1374,Maharashtra,Pune,Pune,18.592803,73.911104,Nehru Road 707,Highway,Evening,Sunday,0.053,0.913,0.919,9,785,0,14315,92.19,safe
1375,Maharashtra,Pune,Pune,18.537288,73.799347,College Road 316,Highway,Evening,Sunday,0.157,0.795,0.58,8,1374,3,13753,59.89,medium
1376,Maharashtra,Pune,Pune,18.590621,73.892365,MG Road 117,College Area,Evening,Wednesday,0.214,0.643,0.929,9,432,1,12669,74.58,safe
1377,Maharashtra,Pune,Pune,18.468855,73.791271,Commercial Complex 742,Market Street,Morning,Sunday,0.249,0.853,0.77,7,231,1,10635,79.6,safe
1378,Maharashtra,Pune,Pune,18.527992,73.806212,Gandhi Chowk 199,Highway,Evening,Saturday,0.281,0.825,0.591,8,1627,1,10710,65.88,medium
1379,Maharashtra,Pune,Pune,18.570751,73.873057,Bus Stand 939,Alley,Morning,Saturday,0.296,0.382,0.365,4,1152,0,11381,45.21,medium
1380,Maharashtra,Pune,Pune,18.562744,73.877953,Park Lane 494,Main Road,Night,Sunday,0.332,0.552,0.521,7,516,0,10947,55.18,medium
1381,Maharashtra,Pune,Pune,18.58177,73.811829,School Street 918,Highway,Night,Sunday,0.041,0.474,0.0,8,931,1,13323,47.96,medium
1382,Maharashtra,Pune,Pune,18.429295,73.913989,IT Park 951,College Area,Morning,Sunday,0.013,0.847,0.881,6,416,0,11574,92.33,safe
1383,Maharashtra,Pune,Pune,18.492127,73.949746,Hospital Road 307,Market Street,Evening,Friday,0.229,0.889,1.0,8,156,0,11534,85.58,safe
1384,Maharashtra,Pune,Pune,18.464257,73.91517,School Street 20,Main Road,Evening,Sunday,0.153,0.68,0.704,9,711,0,13407,77.43,safe
1385,Maharashtra,Pune,Pune,18.607931,73.799073,Housing Society 68,Main Road,Evening,Sunday,0.085,0.755,0.809,7,977,1,14991,74.12,safe
1386,Maharashtra,Pune,Pune,18.454131,73.774274,MG Road 348,Alley,Afternoon,Friday,0.413,0.458,0.3,5,2066,2,13756,27.56,not safe
1387,Maharashtra,Pune,Pune,18.437129,73.869758,Commercial Complex 192,Market Street,Morning,Sunday,0.0,0.9,0.575,6,385,0,11534,87.08,safe
1388,Maharashtra,Pune,Pune,18.506766,73.931317,Temple Street 723,Highway,Morning,Wednesday,0.141,0.963,0.546,11,1958,0,13663,85.97,safe
1389,Maharashtra,Pune,Pune,18.567683,73.76037,IT Park 89,Alley,Afternoon,Wednesday,0.404,0.521,0.389,4,995,4,14588,24.71,not safe
1390,Maharashtra,Pune,Pune,18.53749,73.899213,Railway Station Road 850,Highway,Afternoon,Friday,0.0,1.0,0.576,8,1213,0,14523,90.45,safe
1391,Maharashtra,Pune,Pune,18.438497,73.930665,Temple Street 180,Residential,Evening,Sunday,0.28,0.571,0.522,3,958,1,14432,47.02,medium
1392,Maharashtra,Pune,Pune,18.519924,73.92673,Station Road 797,Main Road,Morning,Thursday,0.18,0.83,0.619,10,783,1,12533,81.81,safe
1393,Maharashtra,Pune,Pune,18.484065,73.808038,Hospital Road 26,Alley,Afternoon,Tuesday,0.122,0.477,0.437,4,2050,2,13646,38.01,not safe
1394,Maharashtra,Pune,Pune,18.466971,73.842321,Industrial Area 946,Alley,Evening,Sunday,0.213,0.193,0.413,6,1975,1,10297,30.82,not safe
1395,Maharashtra,Pune,Pune,18.586415,73.790881,Industrial Area 147,Residential,Afternoon,Tuesday,0.321,0.583,0.287,5,561,0,13122,56.38,medium
1396,Maharashtra,Pune,Pune,18.529741,73.798301,Station Road 471,Alley,Morning,Monday,0.252,0.576,0.532,3,2273,1,12322,43.98,medium
1397,Maharashtra,Pune,Pune,18.58389,73.901941,Temple Street 955,Residential,Morning,Wednesday,0.304,0.696,0.471,4,1247,1,14502,55.47,medium
1398,Maharashtra,Pune,Pune,18.439303,73.89866,Railway Station Road 911,Residential,Morning,Friday,0.269,0.629,0.251,7,1068,2,10096,50.83,medium
1399,Maharashtra,Pune,Pune,18.550799,73.7674,Temple Street 24,Market Street,Evening,Saturday,0.206,0.724,0.621,8,592,0,14354,72.38,safe
1400,Maharashtra,Pune,Pune,18.464566,73.915031,Nehru Road 329,Main Road,Afternoon,Wednesday,0.043,0.998,0.728,9,687,2,14782,84.28,safe
1401,Maharashtra,Pune,Pune,18.593857,73.902216,Market Road 546,Highway,Night,Saturday,0.126,0.775,0.114,11,1804,2,12609,48.85,medium
1402,Maharashtra,Pune,Pune,18.450915,73.908438,Main Street 280,Main Road,Afternoon,Wednesday,0.246,0.825,0.953,6,862,2,11354,73.0,safe
1403,Maharashtra,Pune,Pune,18.433769,73.758436,Main Street 16,Market Street,Morning,Tuesday,0.057,0.853,0.572,9,474,0,11093,88.18,safe
1404,Maharashtra,Pune,Pune,18.572089,73.774113,School Street 359,Market Street,Evening,Wednesday,0.198,0.672,0.999,5,311,3,14208,60.78,medium
1405,Maharashtra,Pune,Pune,18.527479,73.898272,Park Lane 966,College Area,Evening,Friday,0.231,0.656,0.917,5,687,1,10900,66.88,medium
1406,Maharashtra,Pune,Pune,18.488823,73.803438,Shivaji Path 176,Residential,Evening,Friday,0.229,0.61,0.647,3,868,1,13775,52.48,medium
1407,Maharashtra,Pune,Pune,18.42408,73.783824,Industrial Area 554,Alley,Morning,Tuesday,0.178,0.422,0.216,5,2123,0,14228,44.03,medium
1408,Maharashtra,Pune,Pune,18.429791,73.913109,MG Road 483,College Area,Morning,Monday,0.173,0.783,0.613,8,304,2,13930,74.12,safe
1409,Maharashtra,Pune,Pune,18.467328,73.843822,Commercial Complex 56,Residential,Night,Thursday,0.289,0.248,0.181,6,1007,2,10516,23.12,not safe
1410,Maharashtra,Pune,Pune,18.472525,73.766366,Gandhi Chowk 722,Market Street,Night,Friday,0.368,0.658,0.556,5,566,3,13465,37.2,not safe
1411,Maharashtra,Pune,Pune,18.521212,73.851811,Housing Society 320,Highway,Afternoon,Saturday,0.033,1.0,0.788,11,1173,0,11773,96.91,safe
1412,Maharashtra,Pune,Pune,18.604046,73.956011,School Street 81,Alley,Afternoon,Monday,0.092,0.709,0.601,5,1457,0,10834,62.2,medium
1413,Maharashtra,Pune,Pune,18.424126,73.889939,Railway Station Road 100,Alley,Evening,Saturday,0.438,0.478,0.374,6,1333,0,11099,38.63,not safe
1414,Maharashtra,Pune,Pune,18.422648,73.802139,Railway Station Road 482,Main Road,Afternoon,Tuesday,0.071,0.936,0.793,9,610,0,14236,93.58,safe
1415,Maharashtra,Pune,Pune,18.577455,73.81878,Market Road 935,Highway,Night,Tuesday,0.0,0.633,0.461,9,577,0,14138,70.66,safe
1416,Maharashtra,Pune,Pune,18.464838,73.795705,Industrial Area 808,Highway,Night,Thursday,0.05,0.716,0.343,9,1662,0,10145,63.45,medium
1417,Maharashtra,Pune,Pune,18.542985,73.817367,MG Road 67,Alley,Morning,Wednesday,0.306,0.478,0.364,3,1026,1,12134,41.42,medium
1418,Maharashtra,Pune,Pune,18.493396,73.838422,Bus Stand 473,Main Road,Evening,Sunday,0.081,0.887,0.741,9,278,1,12662,82.67,safe
1419,Maharashtra,Pune,Pune,18.533907,73.941195,Housing Society 619,Market Street,Afternoon,Friday,0.1,0.886,1.0,7,165,0,13812,92.83,safe
1420,Maharashtra,Pune,Pune,18.447543,73.932337,Main Street 416,College Area,Morning,Wednesday,0.08,0.852,0.934,6,775,0,14651,89.71,safe
1421,Maharashtra,Pune,Pune,18.535176,73.805396,School Street 666,Residential,Evening,Friday,0.0,0.487,0.602,4,1286,0,13595,59.78,medium
1422,Maharashtra,Pune,Pune,18.47877,73.766478,Railway Station Road 411,Market Street,Night,Tuesday,0.138,0.496,0.639,5,561,0,11132,56.73,medium
1423,Maharashtra,Pune,Pune,18.519441,73.879795,Shivaji Path 562,Main Road,Night,Thursday,0.0,0.486,0.293,10,263,0,12089,64.69,medium
1424,Maharashtra,Pune,Pune,18.554164,73.875419,College Road 349,Main Road,Night,Sunday,0.061,0.696,0.232,7,329,1,14448,57.06,medium
1425,Maharashtra,Pune,Pune,18.547022,73.882506,IT Park 581,Highway,Afternoon,Tuesday,0.063,1.0,0.568,8,1830,0,12947,85.32,safe
1426,Maharashtra,Pune,Pune,18.541163,73.815095,College Road 758,College Area,Night,Monday,0.135,0.428,0.149,5,684,0,13028,45.71,medium
1427,Maharashtra,Pune,Pune,18.508186,73.850297,Railway Station Road 334,Market Street,Morning,Sunday,0.293,0.789,0.801,8,467,0,12827,82.62,safe
1428,Maharashtra,Pune,Pune,18.579841,73.844321,Railway Station Road 181,Highway,Night,Monday,0.0,0.599,0.432,8,1362,0,14196,63.81,medium
1429,Maharashtra,Pune,Pune,18.515566,73.926163,Main Street 702,Market Street,Night,Wednesday,0.462,0.38,0.596,9,471,0,10812,49.7,medium
1430,Maharashtra,Pune,Pune,18.452966,73.934873,Bus Stand 661,College Area,Morning,Monday,0.12,0.831,0.515,7,529,1,11832,77.33,safe
1431,Maharashtra,Pune,Pune,18.445738,73.790291,Nehru Road 837,Main Road,Morning,Sunday,0.142,0.982,0.64,8,888,0,12231,88.65,safe
1432,Maharashtra,Pune,Pune,18.590055,73.824278,Park Lane 677,Main Road,Night,Friday,0.171,0.626,0.529,7,480,0,14607,62.2,medium
1433,Maharashtra,Pune,Pune,18.620156,73.806828,Temple Street 400,Market Street,Night,Tuesday,0.192,0.514,0.648,9,401,0,11578,62.55,medium
1434,Maharashtra,Pune,Pune,18.591929,73.936212,Nehru Road 698,Highway,Evening,Friday,0.108,0.846,1.0,8,1057,1,14812,82.62,safe
1435,Maharashtra,Pune,Pune,18.582879,73.924135,Temple Street 941,Alley,Evening,Monday,0.331,0.423,0.487,5,1023,1,14331,37.77,not safe
1436,Maharashtra,Pune,Pune,18.502412,73.781509,MG Road 627,Market Street,Night,Sunday,0.186,0.437,0.747,7,280,1,13582,55.38,medium
1437,Maharashtra,Pune,Pune,18.612518,73.789707,Park Lane 873,Highway,Morning,Wednesday,0.184,1.0,0.788,8,689,0,10774,93.8,safe
1438,Maharashtra,Pune,Pune,18.527559,73.818228,School Street 992,Residential,Morning,Saturday,0.177,0.546,0.391,3,1422,2,14226,46.55,medium
1439,Maharashtra,Pune,Pune,18.562555,73.937556,School Street 841,Highway,Morning,Sunday,0.141,0.943,0.309,11,1084,0,14343,85.11,safe
1440,Maharashtra,Pune,Pune,18.542651,73.760787,Temple Street 887,Residential,Afternoon,Thursday,0.165,0.91,0.517,3,975,0,10688,68.77,medium
1441,Maharashtra,Pune,Pune,18.568875,73.932671,Commercial Complex 641,Highway,Night,Thursday,0.219,0.744,0.0,9,520,0,13578,57.93,medium
1442,Maharashtra,Pune,Pune,18.572552,73.789936,Commercial Complex 446,Market Street,Afternoon,Saturday,0.327,0.805,0.824,5,274,1,12913,71.92,safe
1443,Maharashtra,Pune,Pune,18.584628,73.929018,Gandhi Chowk 487,Main Road,Afternoon,Friday,0.162,0.902,0.702,10,239,1,12690,86.53,safe
1444,Maharashtra,Pune,Pune,18.583822,73.804243,Commercial Complex 864,Highway,Night,Tuesday,0.162,0.702,0.251,8,1909,0,14985,55.16,medium
1445,Maharashtra,Pune,Pune,18.556563,73.838387,Temple Street 894,College Area,Afternoon,Tuesday,0.0,1.0,0.843,9,661,0,14212,97.06,safe
1446,Maharashtra,Pune,Pune,18.520034,73.782175,MG Road 74,College Area,Morning,Tuesday,0.26,0.934,0.899,6,477,1,14016,82.14,safe
1447,Maharashtra,Pune,Pune,18.499231,73.848412,Bus Stand 674,Alley,Afternoon,Monday,0.385,0.57,0.176,6,1879,0,10573,40.82,medium
1448,Maharashtra,Pune,Pune,18.495785,73.905452,Park Lane 658,Alley,Night,Sunday,0.06,0.07,0.0,3,2354,1,11972,11.45,not safe
1449,Maharashtra,Pune,Pune,18.512382,73.887935,IT Park 639,Main Road,Night,Friday,0.131,0.489,0.542,6,916,0,14938,56.56,medium
1450,Maharashtra,Pune,Pune,18.487008,73.873766,IT Park 566,Alley,Night,Wednesday,0.182,0.228,0.172,4,1631,3,11235,8.52,not safe
1451,Maharashtra,Pune,Pune,18.59551,73.936498,Shivaji Path 191,Alley,Morning,Friday,0.033,0.291,0.209,3,1154,0,14282,46.19,medium
1452,Maharashtra,Pune,Pune,18.459085,73.805077,Bus Stand 868,College Area,Afternoon,Saturday,0.104,0.864,0.785,7,417,0,10389,87.6,safe
1453,Maharashtra,Pune,Pune,18.525705,73.914938,Hospital Road 276,Alley,Evening,Monday,0.319,0.36,0.636,6,1979,4,11589,21.25,not safe
1454,Maharashtra,Pune,Pune,18.492455,73.823596,Station Road 582,Alley,Evening,Monday,0.454,0.469,0.339,2,1843,2,12844,18.67,not safe
1455,Maharashtra,Pune,Pune,18.475063,73.879852,Bus Stand 985,College Area,Morning,Tuesday,0.229,0.779,0.804,7,650,1,11388,77.94,safe
1456,Maharashtra,Pune,Pune,18.549782,73.759825,Hospital Road 880,Highway,Night,Friday,0.105,0.524,0.359,8,1472,0,11142,56.77,medium
1457,Maharashtra,Pune,Pune,18.506534,73.892247,College Road 536,Market Street,Morning,Tuesday,0.257,0.701,0.993,6,270,2,13492,73.33,safe
1458,Maharashtra,Pune,Pune,18.597753,73.80286,Bus Stand 646,College Area,Morning,Saturday,0.114,0.77,0.984,6,426,1,14968,84.38,safe
1459,Maharashtra,Pune,Pune,18.56798,73.835202,School Street 818,Market Street,Evening,Friday,0.161,0.62,1.0,7,250,0,11366,78.92,safe
1460,Maharashtra,Pune,Pune,18.500855,73.906559,Station Road 926,Highway,Morning,Thursday,0.01,0.971,0.415,10,654,1,12867,89.0,safe
1461,Maharashtra,Pune,Pune,18.619583,73.955526,Railway Station Road 525,Alley,Evening,Thursday,0.449,0.244,0.77,2,1526,0,14967,33.4,not safe
1462,Maharashtra,Pune,Pune,18.505529,73.865011,Housing Society 984,Highway,Evening,Tuesday,0.114,0.857,0.861,10,921,2,13084,78.62,safe
1463,Maharashtra,Pune,Pune,18.478329,73.915266,Station Road 712,Market Street,Evening,Saturday,0.36,0.785,0.837,8,363,1,13884,69.75,medium
1464,Maharashtra,Pune,Pune,18.533047,73.890519,Market Road 63,College Area,Night,Friday,0.0,0.46,0.192,8,798,0,14523,55.35,medium
1465,Maharashtra,Pune,Pune,18.58411,73.901864,Gandhi Chowk 587,Residential,Evening,Sunday,0.324,0.785,0.662,6,683,2,11986,54.73,medium
1466,Maharashtra,Pune,Pune,18.594539,73.848655,MG Road 294,Alley,Morning,Tuesday,0.401,0.543,0.083,5,1657,1,13451,34.42,not safe
1467,Maharashtra,Pune,Pune,18.432607,73.928167,Hospital Road 79,Highway,Evening,Tuesday,0.112,0.905,0.921,11,1951,0,13587,85.93,safe
1468,Maharashtra,Pune,Pune,18.540327,73.858355,Market Road 282,Highway,Morning,Saturday,0.07,0.872,0.31,9,618,0,13709,86.31,safe
1469,Maharashtra,Pune,Pune,18.556988,73.926682,Main Street 619,Main Road,Afternoon,Saturday,0.219,0.872,0.83,8,597,1,12869,81.84,safe
1470,Maharashtra,Pune,Pune,18.497313,73.817452,Railway Station Road 379,Main Road,Evening,Sunday,0.143,0.843,0.99,7,357,2,14477,76.3,safe
1471,Maharashtra,Pune,Pune,18.435659,73.942686,Shivaji Path 497,Main Road,Morning,Wednesday,0.223,0.882,0.73,8,664,0,14000,86.64,safe
1472,Maharashtra,Pune,Pune,18.520873,73.897915,College Road 991,Main Road,Afternoon,Sunday,0.11,0.898,0.812,6,404,0,11693,88.37,safe
1473,Maharashtra,Pune,Pune,18.561691,73.921997,Bus Stand 771,Alley,Night,Tuesday,0.194,0.126,0.0,4,1904,1,13977,10.81,not safe
1474,Maharashtra,Pune,Pune,18.619892,73.950554,Railway Station Road 744,College Area,Afternoon,Tuesday,0.118,0.858,1.0,6,743,2,13988,78.19,safe
1475,Maharashtra,Pune,Pune,18.617758,73.896129,Housing Society 56,College Area,Evening,Sunday,0.194,0.769,0.958,7,612,0,12494,80.0,safe
1476,Maharashtra,Pune,Pune,18.575566,73.819481,Main Street 54,Main Road,Night,Thursday,0.216,0.64,0.428,8,462,0,13188,60.77,medium
1477,Maharashtra,Pune,Pune,18.611299,73.893849,Bus Stand 309,Alley,Afternoon,Thursday,0.2,0.659,0.535,4,2168,1,14573,47.18,medium
1478,Maharashtra,Pune,Pune,18.528635,73.857339,Commercial Complex 486,Highway,Afternoon,Friday,0.085,0.898,0.436,10,1038,0,12988,86.43,safe
1479,Maharashtra,Pune,Pune,18.426819,73.8506,IT Park 13,Highway,Night,Thursday,0.098,0.654,0.098,7,725,1,11919,52.25,medium
1480,Maharashtra,Pune,Pune,18.551959,73.775382,Industrial Area 985,Market Street,Morning,Monday,0.296,0.856,0.642,9,193,0,12357,83.89,safe
1481,Maharashtra,Pune,Pune,18.434072,73.872786,School Street 653,Highway,Night,Friday,0.057,0.62,0.122,11,760,0,10931,62.43,medium
1482,Maharashtra,Pune,Pune,18.483528,73.764122,Market Road 344,Highway,Evening,Sunday,0.023,0.71,0.903,9,691,0,10471,88.17,safe
1483,Maharashtra,Pune,Pune,18.559461,73.901657,Main Street 262,College Area,Night,Thursday,0.176,0.747,0.53,7,741,3,10601,47.79,medium
1484,Maharashtra,Pune,Pune,18.529784,73.947871,Shivaji Path 752,College Area,Afternoon,Friday,0.292,0.901,0.865,5,704,0,12035,80.05,safe
1485,Maharashtra,Pune,Pune,18.487864,73.913736,Industrial Area 694,College Area,Afternoon,Wednesday,0.33,0.818,0.898,9,714,0,12172,83.44,safe
1486,Maharashtra,Pune,Pune,18.454253,73.855941,School Street 11,College Area,Morning,Sunday,0.167,0.847,1.0,8,509,1,14115,87.62,safe
1487,Maharashtra,Pune,Pune,18.474871,73.95524,College Road 13,Alley,Morning,Friday,0.335,0.414,0.084,4,1216,0,14719,38.9,not safe
1488,Maharashtra,Pune,Pune,18.60058,73.806482,Main Street 702,Alley,Evening,Tuesday,0.202,0.31,0.587,4,877,0,14072,45.05,medium
1489,Maharashtra,Pune,Pune,18.54511,73.794896,Temple Street 258,Main Road,Morning,Monday,0.245,0.667,0.936,9,872,0,10664,85.19,safe
1490,Maharashtra,Pune,Pune,18.497017,73.947595,College Road 59,Market Street,Afternoon,Friday,0.27,0.835,0.793,6,452,0,10418,79.37,safe
1491,Maharashtra,Pune,Pune,18.58958,73.929514,Main Street 726,Residential,Morning,Sunday,0.11,0.78,0.198,6,1419,2,11440,55.06,medium
